taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit,wcvp_accepted_name,taxonomic_rank,wcvp_url,source
Cedrela odorata-CEDROD-CEDO,3190511,Cedrela odorata,Freestanding,Cedrela odorata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:51010-2,wcvp
Ceiba,3152218,Ceiba,,Ceiba,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30003311-2,wcvp
Ceiba pentandra-CEIBPE-CEIP,5406697,Ceiba pentandra,Freestanding,Ceiba pentandra,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1166232-2,wcvp
Celastraceae,6715,Celastraceae,,Celastraceae,family,,wcvp
Celtis,2984479,Celtis,,Celtis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30002308-2,wcvp
Celtis iguanaea-CELTIG-CELI,2984498,Celtis iguanaea,Climbing,Celtis iguanaea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1213898-2,wcvp
Celtis schippii-CELTSC-CELS,4159734,Celtis schippii,Freestanding,Celtis schippii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:51219-2,wcvp
Cenostigma,2947114,Cenostigma,,Cenostigma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21965-1,wcvp
Centrolobium,2945568,Centrolobium,,Centrolobium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21966-1,wcvp
Centropogon,7815589,Centropogon,,Centropogon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30005895-2,wcvp
Centrosema,2964887,Centrosema,,Centrosema,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1030212-2,wcvp
Centrosema pubescens-CEN2PU-CENP,2964904,Centrosema pubescens,Climbing,Centrosema pubescens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:485611-1,wcvp
Cespedesia,7326758,Cespedesia,,Cespedesia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28035-1,wcvp
Cespedesia spathulata-CESPMA-CES1,3695801,Cespedesia spathulata,Freestanding,Cespedesia spathulata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:605994-1,wcvp
Cestrum,2928784,Cestrum,,Cestrum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000712-2,wcvp
Cestrum latifolium-CESTLA-CESL,8131064,Cestrum latifolium,Freestanding,Cestrum latifolium,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324587-2,wcvp
Cestrum racemosum-CESTRA-CESR,7299919,Cestrum racemosum,Freestanding,Cestrum racemosum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330718-2,wcvp
Cestrum schlechtendalii-CESTME-CES2,3801334,Cestrum schlechtendalii,Freestanding,Cestrum schlechtendalii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:330712-2,wcvp
Chamaedorea,2734376,Chamaedorea,,Chamaedorea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331165-2,wcvp
Chamaedorea tepejilote-CHA1TE-CHAW,2734551,Chamaedorea tepejilote,Freestanding,Chamaedorea tepejilote,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:54964-2,wcvp
Chamguava,3186024,Chamguava,,Chamguava,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:956804-1,wcvp
Chamguava schippii-CHA2SC-PSIA,3186028,Chamguava schippii,Freestanding,Chamguava schippii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:274445-2,wcvp
Cheiloclinium,7265392,Cheiloclinium,,Cheiloclinium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30041509-2,wcvp
Chimarrhis,2918950,Chimarrhis,,Chimarrhis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34349-1,wcvp
Chiococca,2907380,Chiococca,,Chiococca,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30010725-2,wcvp
Chiococca belizensis-CHI2BE,2907391,Chiococca belizensis,Climbing,Chiococca belizensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:56544-2,wcvp
Chionanthus,7906922,Chionanthus,,Chionanthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328105-2,wcvp
Chione,2908033,Chione,,Chione,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329733-2,wcvp
