taxon_code,gbif_accepted_taxon_id,gbif_accepted_scientific_name,habit,wcvp_accepted_name,taxonomic_rank,wcvp_url,source
Lennea,3230467,Lennea,,Lennea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22757-1,wcvp
Leonia,3231302,Leonia,,Leonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41553-1,wcvp
Lepidobotryaceae,3990272,Lepidobotryaceae,,Lepidobotryaceae,family,,wcvp
Leptobalanus,9798427,Leptobalanus,,Leptobalanus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60472823-2,wcvp
Leptolobium,5348610,Leptolobium,,Leptolobium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30019929-2,wcvp
Leptospron,7942633,Leptospron,,Leptospron,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60457244-2,wcvp
Leretia,3596539,Leretia,,Leretia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28219-1,wcvp
Leucaena,2970337,Leucaena,,Leucaena,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331713-2,wcvp
Leucaena multicapitula-LEUCMU-LEUM,2970407,Leucaena multicapitula,Freestanding,Leucaena multicapitula,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:138958-2,wcvp
Leuenbergeria,8400827,Leuenbergeria,,Leuenbergeria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60461842-2,wcvp
Libidibia,6376506,Libidibia,,Libidibia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22792-1,wcvp
Licania,2985250,Licania,,Licania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30167386-2,wcvp
Licania hypoleuca-LICAHY-LICH,2985272,Licania hypoleuca,Freestanding,Licania hypoleuca,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:726057-1,wcvp
Licaria,3033969,Licaria,,Licaria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:21439-1,wcvp
Licuala,7830622,Licuala,,Licuala,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:326022-2,wcvp
Linaceae,2493,Linaceae,,Linaceae,family,,wcvp
Lindackeria,7274185,Lindackeria,,Lindackeria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4353-1,wcvp
Lindackeria laurina-LINDLA-LINL,3879668,Lindackeria laurina,Freestanding,Lindackeria laurina,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:111811-1,wcvp
Lisianthius,3169882,Lisianthius,,Lisianthius,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:329806-2,wcvp
Lisianthus,7270152,Lisianthus,,,,,wcvp
Litchi,3190001,Litchi,,Litchi,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30014909-2,wcvp
Livistona,2733389,Livistona,,Livistona,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60437305-2,wcvp
Loganiaceae,2502,Loganiaceae,,Loganiaceae,family,,wcvp
Lonchocarpus,2968975,Lonchocarpus,,Lonchocarpus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331730-2,wcvp
Lonchocarpus heptaphyllus-LONCLA-LONL,2969089,Lonchocarpus heptaphyllus,Freestanding,Lonchocarpus heptaphyllus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:502971-1,wcvp
Lonchocarpus luteomaculatus-LONCLU-LON2,2969181,Lonchocarpus luteomaculatus,Freestanding,Lonchocarpus luteomaculatus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:143309-2,wcvp
Lonchocarpus velutinus-LONCVE,2969008,Lonchocarpus velutinus,Freestanding,Lonchocarpus velutinus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:503128-1,wcvp
Lozania,3075434,Lozania,,Lozania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:41628-1,wcvp
Lozania pittieri-LOZAPI-LOZP,3075439,Lozania pittieri,Freestanding,Lozania pittieri,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:144138-2,wcvp
Luehea,3152076,Luehea,,Luehea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331735-2,wcvp
Luehea seemannii-LUEHSE-LUE1,7149790,Luehea seemannii,Freestanding,Luehea seemannii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834758-1,wcvp
Luehea speciosa-LUEHSP-LUE2,5406662,Luehea speciosa,Freestanding,Luehea speciosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:834759-1,wcvp
Luffa,2874598,Luffa,,Luffa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30179638-2,wcvp
Lunania,2874167,Lunania,,Lunania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331736-2,wcvp
Lundia,3233547,Lundia,,Lundia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331737-2,wcvp
Lycianthes,2928971,Lycianthes,,Lycianthes,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296281-2,wcvp
Lycianthes maxonii-LYCIMA-LYCM,7299566,Lycianthes maxonii,Freestanding,Lycianthes maxonii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146563-2,wcvp
Lycianthes synanthera-LYCS,3798770,Lycianthes synanthera,Freestanding,Lycianthes synanthera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:146628-2,wcvp
Lycoseris,3093124,Lycoseris,,Lycoseris,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:9899-1,wcvp
Lythraceae,6684,Lythraceae,,Lythraceae,family,,wcvp
Mabea,3071743,Mabea,,Mabea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327716-2,wcvp
Mabea occidentalis-MABEOC-MABO,3071832,Mabea occidentalis,Freestanding,Mabea occidentalis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:280157-2,wcvp
Machaerium,2959589,Machaerium,,Machaerium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331739-2,wcvp
Machaerium floribundum-MACHFL-MACF,5354927,Machaerium floribundum,Climbing,Machaerium floribundum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148516-2,wcvp
Machaerium isadelphum-MACHMI-MAC1,7932857,Machaerium isadelphum,Climbing,Machaerium isadelphum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148544-2,wcvp
Machaerium kegelii-MACHKE-MACK,5355165,Machaerium kegelii,Climbing,Machaerium kegelii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505481-1,wcvp
Machaerium milleflorum-MACHM2-MAC2,5355082,Machaerium milleflorum,Climbing,Machaerium milleflorum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148570-2,wcvp
Machaerium salvadorense-MACHSA,5354919,Machaerium salvadorense,Climbing,Machaerium x salvadorense,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:148607-2,wcvp
Machaerium seemannii-MACHSE-MACS,5355162,Machaerium seemannii,Climbing,Machaerium seemannii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:505582-1,wcvp
Machaonia,2907877,Machaonia,,Machaonia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34864-1,wcvp
Maclura,2984579,Maclura,,Maclura,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331741-2,wcvp
Macoubea,7317310,Macoubea,,Macoubea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2415-1,wcvp
Macrocnemum,2895624,Macrocnemum,,Macrocnemum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34867-1,wcvp
Macrocnemum roseum-MACRGL-MACG,2895641,Macrocnemum roseum,Freestanding,Macrocnemum roseum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:755513-1,wcvp
Macrohasseltia,7311101,Macrohasseltia,,Macrohasseltia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295630-2,wcvp
Macrolobium,7743878,Macrolobium,,Macrolobium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331742-2,wcvp
Macropharynx,3230967,Macropharynx,,Macropharynx,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:295631-2,wcvp
Macropsychanthus,2974520,Macropsychanthus,,Macropsychanthus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:22863-1,wcvp
Macropsychanthus comosus-DIOCRE-DIOR,10954319,Macropsychanthus comosus,Climbing,Macropsychanthus comosus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77212307-1,wcvp
Macropsychanthus wilsonii-DIOCWI-DIOW,10990808,Macropsychanthus wilsonii,Climbing,Macropsychanthus wilsonii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77212335-1,wcvp
Macroptilium,2945015,Macroptilium,,Macroptilium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30016192-2,wcvp
Macroscepis,7312421,Macroscepis,,Macroscepis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:3485-1,wcvp
Macroscepis hirsuta-MATEHI,3579340,Macroscepis hirsuta,Climbing,Macroscepis hirsuta,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149100-2,wcvp
Magnolia,2888195,Magnolia,,Magnolia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30000709-2,wcvp
Magnoliaceae,4690,Magnoliaceae,,Magnoliaceae,family,,wcvp
Malmea,3154830,Malmea,,Malmea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:296817-2,wcvp
Malouetia,7317134,Malouetia,,Malouetia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2420-1,wcvp
Malouetia guatemalensis-MALOGU-MALG,3619989,Malouetia guatemalensis,Freestanding,Malouetia guatemalensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149967-2,wcvp
Malouetia quadricasarum-MALOIS,3619671,Malouetia quadricasarum,Freestanding,Malouetia quadricasarum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:149975-2,wcvp
Malpighia,3191274,Malpighia,,Malpighia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30006755-2,wcvp
Malpighia romeroana-MALPRO-MALR,7285434,Malpighia romeroana,Freestanding,Malpighia romeroana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:150066-2,wcvp
Malpighiaceae,6676,Malpighiaceae,,Malpighiaceae,family,,wcvp
Malvaceae,6685,Malvaceae,,Malvaceae,family,,wcvp
Malvaviscus,3152774,Malvaviscus,,Malvaviscus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30013768-2,wcvp
Mammea,3189420,Mammea,,Mammea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30014196-2,wcvp
Mammea americana-MAMMAM,3189421,Mammea americana,Freestanding,Mammea americana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:428743-1,wcvp
Mandevilla,3169658,Mandevilla,,Mandevilla,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328998-2,wcvp
Mandevilla villosa-MANDVI-MANV,3615169,Mandevilla villosa,Climbing,Mandevilla villosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152100-2,wcvp
Mangifera,3075453,Mangifera,,Mangifera,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1848-1,wcvp
Mangifera indica-MANGIN-MANI,3190638,Mangifera indica,Freestanding,Mangifera indica,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:69913-1,wcvp
Manicaria,2735043,Manicaria,,Manicaria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:31348-1,wcvp
Manihot,3060685,Manihot,,Manihot,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327701-2,wcvp
Manihot esculenta-MAN1ES,3060998,Manihot esculenta,Freestanding,Manihot esculenta,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:351790-1,wcvp
Manilkara,2885024,Manilkara,,Manilkara,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331753-2,wcvp
Mansoa,3172602,Mansoa,,Mansoa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4132-1,wcvp
Mansoa hymenaea-MANSHY,4094496,Mansoa hymenaea,Climbing,Mansoa hymenaea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:152677-2,wcvp
Mappia,3169093,Mappia,,Mappia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331757-2,wcvp
Maprounea,3054655,Maprounea,,Maprounea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:15627-1,wcvp
Maquira,7262473,Maquira,,Maquira,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:40880-1,wcvp
Maquira guianensis-MAQUCO-MAQC,3763686,Maquira guianensis,Freestanding,Maquira guianensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:854491-1,wcvp
Maranthes,2984709,Maranthes,,Maranthes,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:33897-1,wcvp
Marcgravia,3189414,Marcgravia,,Marcgravia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39074-1,wcvp
Marcgravia nepenthoides-MARCNE-MAR3,5614666,Marcgravia nepenthoides,Climbing,Marcgravia nepenthoides,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:829070-1,wcvp
Marcgraviaceae,6643,Marcgraviaceae,,Marcgraviaceae,family,,wcvp
Marcgraviastrum,7275888,Marcgraviastrum,,Marcgraviastrum,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:997442-1,wcvp
Margaritaria,8016408,Margaritaria,,Margaritaria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327608-2,wcvp
Margaritaria nobilis-MARGNO-MAR2,5383279,Margaritaria nobilis,Freestanding,Margaritaria nobilis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:352077-1,wcvp
Marila,3189554,Marila,,Marila,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:39076-1,wcvp
Marila laxiflora-MAR1LA-MARL,7656893,Marila laxiflora,Freestanding,Marila laxiflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153151-2,wcvp
Maripa,3234444,Maripa,,Maripa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11931-1,wcvp
Maripa nicaraguensis-MARINI,5549225,Maripa nicaraguensis,Climbing,Maripa nicaraguensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:270455-1,wcvp
Maripa panamensis-MARIPA-MARP,5549221,Maripa panamensis,Climbing,Maripa panamensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:270456-1,wcvp
Martinella,3172519,Martinella,,Martinella,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:297498-2,wcvp
Martinella obovata-MARTOB-MARO,5415078,Martinella obovata,Climbing,Martinella obovata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:153710-2,wcvp
Mascagnia,7284941,Mascagnia,,Mascagnia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30005439-2,wcvp
Mascagnia divaricata-MAS2DI,3983715,Mascagnia divaricata,Climbing,Mascagnia divaricata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1126391-2,wcvp
Mascagnia ovatifolia-MAS2OV-MASN,7285093,Mascagnia ovatifolia,Climbing,Mascagnia ovatifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30237926-2,wcvp
Mascarenhasia,7316577,Mascarenhasia,,Mascarenhasia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2425-1,wcvp
Matayba,3190011,Matayba,,Matayba,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30007598-2,wcvp
Matelea,3170475,Matelea,,Matelea,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001048-2,wcvp
Matelea denticulata-MATEDE,9858523,Chloropetalum denticulatum,Climbing,Chloropetalum denticulatum,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77206440-1,wcvp
Matelea pinguifolia-MATEP1,3570864,Matelea pinguifolia,Climbing,Matelea pinguifolia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:154587-2,wcvp
Matisia,7296118,Matisia,,Matisia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30008268-2,wcvp
Mauria,3233141,Mauria,,Mauria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1849-1,wcvp
Mayna,7274118,Mayna,,Mayna,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:4358-1,wcvp
Maytenus,3169095,Maytenus,,Maytenus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30088764-2,wcvp
Maytenus schippii-MAYTSC-MAYS,9793143,Monteverdia schippii,Freestanding,Maytenus schippii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:155596-2,wcvp
Maytenus sieberiana-MAYTLO,9652852,Monteverdia sieberiana,Freestanding,Maytenus sieberiana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:155604-2,wcvp
Melanopsidium,2906340,Melanopsidium,,Melanopsidium,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:34905-1,wcvp
Melastomataceae,6683,Melastomataceae,,Melastomataceae,family,,wcvp
Melia,3190496,Melia,,Melia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327507-2,wcvp
Meliaceae,2397,Meliaceae,,Meliaceae,family,,wcvp
Melicoccus,3189989,Melicoccus,,Melicoccus,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30477268-2,wcvp
Meliosma,3033959,Meliosma,,Meliosma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328036-2,wcvp
Melothria,2874549,Melothria,,Melothria,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30043481-2,wcvp
Melothria pendula-MELOPE-MELP,2874550,Melothria pendula,Climbing,Melothria pendula,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:293293-1,wcvp
Melothria trilobata-MELOTR-MELT,7317621,Melothria trilobata,Climbing,Melothria trilobata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:293334-1,wcvp
Mendoncia,7263432,Mendoncia,,Mendoncia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:740-1,wcvp
Mendoncia costaricana-MENDGR-MENG,3772633,Mendoncia costaricana,Climbing,Mendoncia costaricana,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:52304-1,wcvp
Mendoncia retusa-MENDRE,3771888,Mendoncia retusa,Climbing,Mendoncia retusa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:309179-2,wcvp
Menispermaceae,2411,Menispermaceae,,Menispermaceae,family,,wcvp
Meriania,3231526,Meriania,,Meriania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328245-2,wcvp
Merremia,2928639,Merremia,,Merremia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:11936-1,wcvp
Merremia umbellata-MERRUM,9452352,Camonea umbellata,Climbing,Camonea umbellata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77163301-1,wcvp
Mesechites,7317256,Mesechites,,Mesechites,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:328983-2,wcvp
Mesechites trifidus-MESETR-MEST,7317257,Mesechites trifidus,Climbing,Mesechites trifidus,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30132318-2,wcvp
Mespilodaphne,7304101,Mespilodaphne,,Mespilodaphne,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30027557-2,wcvp
Metastelma,6416392,Metastelma,,Metastelma,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30384004-2,wcvp
Metteniusa,7314358,Metteniusa,,Metteniusa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:28229-1,wcvp
Metteniusaceae,4898632,Metteniusaceae,,Metteniusaceae,family,,wcvp
Mezia,7378940,Mezia,,Mezia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:25713-1,wcvp
Miconia,3188558,Miconia,,Miconia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:327221-2,wcvp
Miconia affinis-MICOAF-MIC1,3188559,Miconia affinis,Freestanding,Miconia affinis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:158685-2,wcvp
Miconia argentea-MICOAR-MIC2,3859926,Miconia argentea,Freestanding,Miconia argentea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:572109-1,wcvp
Miconia barbinervis-MICOBA,3859193,Miconia barbinervis,Freestanding,Miconia barbinervis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:572151-1,wcvp
Miconia cinnamomea-CONOCI-CONC,3869829,Miconia cinnamomea,Freestanding,Miconia cinnamomea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:158912-2,wcvp
Miconia conobracteata-CONOBR-CONB,10712139,Miconia conobracteata,Freestanding,Miconia conobracteata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77207706-1,wcvp
Miconia conospeciosa-CONOSP-CON1,10820655,Miconia conospeciosa,Freestanding,Miconia conospeciosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77207755-1,wcvp
Miconia dentata-CLIDDE-CLID,10677735,Miconia dentata,Freestanding,Miconia dentata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77207400-1,wcvp
Miconia dependens-CLIDCA-CLI1,10738960,Miconia dependens,Freestanding,Miconia dependens,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77196165-1,wcvp
Miconia elata-MICOEL-MICE,3866980,Miconia elata,Freestanding,Miconia elata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1092872-2,wcvp
Miconia formicocollina-CLIDC1,10772614,Miconia formicocollina,Freestanding,Miconia formicocollina,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77207792-1,wcvp
Miconia hondurensis-MICOHO-MICH,3864206,Miconia hondurensis,Freestanding,Miconia hondurensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:159172-2,wcvp
Miconia impetiolaris-MICOIM-MICI,8409353,Miconia impetiolaris,Freestanding,Miconia impetiolaris,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:572600-1,wcvp
Miconia lacera-MICOLA-MIC3,3863059,Miconia lacera,Freestanding,Miconia lacera,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1150466-2,wcvp
Miconia lateriflora-MICOL1-MIC4,3862739,Miconia lateriflora,Freestanding,Miconia lateriflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:159248-2,wcvp
Miconia lonchophylla-MICOLO-MIC5,3862232,Miconia lonchophylla,Freestanding,Miconia lonchophylla,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:572691-1,wcvp
Miconia minutiflora-MICOBO-MICB,10932080,Miconia minutiflora,Freestanding,Miconia minutiflora,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1098452-2,wcvp
Miconia nervosa-MICONE-MICN,3859839,Miconia nervosa,Freestanding,Miconia nervosa,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:572835-1,wcvp
Miconia octona-CLIDOC-CLIO,10699427,Miconia octona,Freestanding,Miconia octona,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77196163-1,wcvp
Miconia prasina-MICOPR-MICP,3188562,Miconia prasina,Freestanding,Miconia prasina,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1069702-2,wcvp
Miconia purpureoviolacea-CLIDDI-CLIP,10800391,Miconia purpureoviolacea,Freestanding,Miconia purpureoviolacea,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77207640-1,wcvp
Miconia quinquenervia-OSSQ,7428033,Miconia quinquenervia,Freestanding,Miconia quinquenervia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77144083-1,wcvp
Miconia rufostellulata-MICOR1,3868203,Miconia rufostellulata,Freestanding,Miconia rufostellulata,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:159666-2,wcvp
Miconia shattuckii-MICOSH-MIC7,3866811,Miconia shattuckii,Freestanding,Miconia shattuckii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:159729-2,wcvp
Miconia sulcicaulis-LEANDI-LEAD,10839238,Miconia sulcicaulis,Freestanding,Miconia sulcicaulis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77207668-1,wcvp
Miconia xalapensis-CONOXA,3862726,Miconia xalapensis,Freestanding,Miconia xalapensis,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:159943-2,wcvp
Microdesmia,9705633,Microdesmia,,Microdesmia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77156124-1,wcvp
Micropholis,2887381,Micropholis,,Micropholis,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:36798-1,wcvp
Mikania,7722389,Mikania,,Mikania,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:331774-2,wcvp
Mikania leiostachya-MIKALE-MIKL,5398756,Mikania leiostachya,Climbing,Mikania leiostachya,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:232992-1,wcvp
Mikania micrantha-MIKAMI-MIKM,5398421,Mikania micrantha,Climbing,Mikania micrantha,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161051-2,wcvp
Mikania psilostachya-MIKAPS,5398527,Mikania psilostachya,Climbing,Mikania psilostachya,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:233144-1,wcvp
Mikania tonduzii-MIKATO-MIKT,5398391,Mikania tonduzii,Climbing,Mikania tonduzii,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:161299-2,wcvp
Mimosa,2969235,Mimosa,,Mimosa,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30001613-2,wcvp
Mimusops,2883690,Mimusops,,Mimusops,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:30479350-2,wcvp
Minquartia,7326522,Minquartia,,Minquartia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:50602599-1,wcvp
Mollinedia,3034105,Mollinedia,,Mollinedia,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:27096-1,wcvp
Momordica,2874578,Momordica,,Momordica,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:13341-1,wcvp
Momordica charantia-MEMOCH-MOMC,2874581,Momordica charantia,Climbing,Momordica charantia,species,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:293413-1,wcvp
Monimiaceae,2494,Monimiaceae,,Monimiaceae,family,,wcvp
Monoon,3158076,Monoon,,Monoon,genus,https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:2082-1,wcvp
