col,row,name,date,p5,tag,dbh,comments,,,,
43,42,BC,11/22/04,14,21108,93,,,,,
43,42,BC,11/22/04,21,21111,110,,,,,
43,42,BC,11/22/04,21,21111,81,,,,,
43,42,BC,11/22/04,43,21117,88,,,,,
43,42,BC,11/22/04,43,21117,85,,,,,
43,42,BC,11/22/04,43,21117,84,,,,,
43,42,BC,11/22/04,43,21117,62,,,,,
43,42,BC,11/22/04,43,21117,83,,,,,
43,42,BC,11/22/04,43,21117,86,,,,,
43,43,BC,11/22/04,34,21130,80,,,,,
43,43,BC,11/22/04,34,21130,77,,,,,
43,43,BC,11/22/04,34,21130,72,,,,,
43,43,BC,11/22/04,34,21130,62,,,,,
43,43,BC,11/22/04,34,21130,65,,,,,
43,43,BC,11/22/04,34,21130,73,,,,,
44,30,BC,11/25/04,13,21381,99,,,,,
44,30,BC,11/25/04,13,21381,73,,,,,
44,30,BC,11/25/04,13,21381,72,,,,,
44,30,BC,11/25/04,13,21381,82,,,,,
44,30,BC,11/25/04,13,21381,75,,,,,
44,30,BC,11/25/04,13,21381,70,,,,,
44,30,BC,11/25/04,13,21381,48,,,,,
44,30,BC,11/25/04,13,21381,83,,,,,
